"id","Plu","Type","Category","Commodity","Variety","Size","Measures_na","Measures_row","Restrictions","Botanical","Aka","Status","Link","Notes","Updated_by","Updated_at","Created_at","Deleted_at","Language","consumer_usage_tier"
"1150","4672","Global","Vegetables","PARSNIP","","All Sizes","","","","Pastinaca sativa","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1151","4673","Global","Vegetables","PEAS","Blackeyed","All Sizes","","","","Vigna unguiculata","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1152","4674","Global","Vegetables","PEAS","Green","All Sizes","","","","Pisum sativum","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1153","4675","Global","Vegetables","PEAS","Sugar Snap","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1154","4676","Global","Vegetables","PEAS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1155","4677","Global","Vegetables","PEPPERS (CAPSICUMS)","Anaheim (Green and Red)","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1156","4678","Global","Vegetables","PEPPERS (CAPSICUMS)","Banana (Yellow Long)","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1157","4679","Global","Vegetables","PEPPERS (CAPSICUMS)","Bell, Field Grown - Brown","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1158","4680","Global","Vegetables","PEPPERS (CAPSICUMS)","Bell, Field Grown - Golden (Yellow)","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1159","4681","Global","Vegetables","PEPPERS (CAPSICUMS)","Bell, Field Grown - Green"," Small ","med. size and smaller","Min diameter less than 65mm","","Capsicum spp.","","Approved","http://","","Wendy Logan","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1160","4682","Global","Vegetables","PEPPERS (CAPSICUMS)","Bell, Field Grown - Orange","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1161","4683","Global","Vegetables","PEPPERS (CAPSICUMS)","Bell, Field Grown - Purple","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1162","4684","Global","Vegetables","PEPPERS (CAPSICUMS)","Bell, Field Grown - White","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1163","4685","Global","Vegetables","PEPPERS (CAPSICUMS)","Chili - Dried","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1164","4686","Global","Vegetables","PEPPERS (CAPSICUMS)","Chili - Green","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1165","4687","Global","Vegetables","PEPPERS (CAPSICUMS)","Cubanelle","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1166","4688","Global","Vegetables","PEPPERS (CAPSICUMS)","Bell, Greenhouse - Red","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1167","4689","Global","Vegetables","PEPPERS (CAPSICUMS)","Bell, Greenhouse - Yellow","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1168","4690","Global","Vegetables","PEPPERS (CAPSICUMS)","Hot (Hungarian Hot)","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1169","4691","Global","Vegetables","PEPPERS (CAPSICUMS)","Hot Mixed","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1170","4692","Global","Vegetables","PEPPERS (CAPSICUMS)","Hungarian Wax","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1171","4693","Global","Vegetables","PEPPERS (CAPSICUMS)","Jalapeno - Green/Mexican Green","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1172","4694","Global","Vegetables","PEPPERS (CAPSICUMS)","Jalapeno - Red/Mexican Red","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1173","4695","Global","Vegetables","PEPPERS (CAPSICUMS)","Japanese - Red","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1174","4696","Global","Vegetables","PEPPERS (CAPSICUMS)","Long Hot - Green","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1175","4697","Global","Vegetables","PEPPERS (CAPSICUMS)","Long Hot - Red","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1176","4698","Global","Vegetables","PEPPERS (CAPSICUMS)","Morita Chili","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1177","4699","Global","Vegetables","PEPPERS (CAPSICUMS)","Negro","All Sizes ","","","","Capsicum spp.","","Approved","","","Christina D'allarco","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1178","4700","Global","Vegetables","PEPPERS (CAPSICUMS)","New Mexico","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1179","4701","Global","Vegetables","PEPPERS (CAPSICUMS)","Pasilla - Green","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1180","4702","Global","Vegetables","PEPPERS (CAPSICUMS)","Pasilla - Red","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1181","4703","Global","Vegetables","PEPPERS (CAPSICUMS)","Pasilla Pod","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1182","4704","Global","Vegetables","PEPPERS (CAPSICUMS)","Pinole","All Sizes ","","","","Capsicum spp.","","Approved","","","Christina D'allarco","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1183","4705","Global","Vegetables","PEPPERS (CAPSICUMS)","Poblano","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1184","4706","Global","Vegetables","PEPPERS (CAPSICUMS)","Red Cheese","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1185","4707","Global","Vegetables","PEPPERS (CAPSICUMS)","Red Finger","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1186","4708","Global","Vegetables","PEPPERS (CAPSICUMS)","Red Pimiento/ Red Sweet Long","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1187","4709","Global","Vegetables","PEPPERS (CAPSICUMS)","Serrano","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1188","4710","Global","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1189","4711","Global","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1190","4712","Global","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes","","","","Capsicum spp","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1191","4713","Global","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes","","","","Capsicum spp","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1192","4714","Global","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes","","","","Capsicum spp","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1193","4715","Global","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes","","","","Capsicum spp","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1194","4716","Global","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes","","","","Capsicum spp","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1195","4717","Global","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes","","","","Capsicum spp","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1196","4718","Global","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes","","","","Capsicum spp","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1197","4719","Global","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes","","","","Capsicum spp","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1198","4720","Global","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes","","","","Capsicum spp","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1199","4721","Global","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1200","4722","Global","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1201","4723","Global","Vegetables","POTATO","Creamer - Red","All Sizes","","","","Solanum tuberosum","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1202","4724","Global","Vegetables","POTATO","Creamer - White","All Sizes","","","","Solanum tuberosum","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1203","4725","Global","Vegetables","POTATO","Russet","All Sizes","","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","Solanum tuberosum","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1204","4726","Global","Vegetables","POTATO","Long - White","All Sizes","","","","Solanum tuberosum","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1205","4727","Global","Vegetables","POTATO","Yellow","All Sizes","","","","Solanum tuberosum","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1206","4728","Global","Vegetables","POTATO","Retailer Assigned","All Sizes","","","","Solanum tuberosum","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1207","4729","Global","Vegetables","POTATO","Retailer Assigned","All Sizes","","","","Solanum tuberosum","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1208","4730","Global","Vegetables","POTATO","Retailer Assigned","All Sizes","","","","Solanum tuberosum","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1209","4731","Global","Vegetables","POTATO","Retailer Assigned","All Sizes","","","","Solanum tuberosum","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1210","4732","Global","Vegetables","POTATO","Retailer Assigned","All Sizes","","","","Solanum tuberosum","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1211","4733","Global","Vegetables","POTATO","Retailer Assigned","All Sizes","","","","Solanum tuberosum","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1212","4734","Global","Vegetables","PUMPKIN","Mini","All Sizes","","","","Cucurbita pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1213","4735","Global","Vegetables","PUMPKIN","Regular","All Sizes","","","","Cucurbita pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1214","4736","Global","Vegetables","PUMPKIN","Retailer Assigned","All Sizes","","","","Cucurbita pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1215","4737","Global","Vegetables","PUMPKIN","Retailer Assigned","All Sizes","","","","Cucurbita pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1216","4738","Global","Vegetables","RADICCHIO","","All Sizes","","","","Cichorium intybus","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1217","4739","Global","Vegetables","RADISH","Black","All Sizes","","","","Raphanus sativus","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1218","4740","Global","Vegetables","RADISH","Bunched White","All Sizes","","","","Raphanus sativus","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1219","4741","Global","Vegetables","RADISH","Italian Red","All Sizes","","","","Raphanus sativus","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1220","4742","Global","Vegetables","RADISH","Red","All Sizes","","","","Raphanus sativus","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1221","4743","Global","Vegetables","RADISH","White/Icicle","All Sizes","","","","Raphanus sativus","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1222","4744","Global","Vegetables","RADISH","Retailer Assigned","All Sizes","","","","Raphanus sativus","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1223","4745","Global","Vegetables","RHUBARB","Regular"," All Sizes ","","","","Rheum x rhabarbarum","","Approved","http://","","Wendy Logan","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1224","4746","Global","Vegetables","RHUBARB","Retailer Assigned"," All Sizes ","","","","Rheum x rhabarbarum","","Approved","http://","","Wendy Logan","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1225","4747","Global","Vegetables","RUTABAGAS (SWEDE)","Regular","All Sizes","","","","Brassica napus","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1226","4748","Global","Vegetables","RUTABAGAS (SWEDE)","Retailer Assigned","All Sizes","","","","Brassica napus","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1227","4749","Global","Vegetables","SPINACH","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1228","4750","Global","Vegetables","SQUASH","Acorn/Table Queen","All Sizes","","","","C. pepo/C. maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1229","4751","Global","Vegetables","SQUASH","Acorn - Golden","All Sizes","","","","C.pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1230","4752","Global","Vegetables","SQUASH","Acorn - Swan White Table Queen","All Sizes","","","","C.pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1231","4753","Global","Vegetables","SQUASH","Australian Blue","All Sizes","","","","C.maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1232","4754","Global","Vegetables","SQUASH","Baby Scallopini","All Sizes","","","","C.pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1233","4755","Global","Vegetables","SQUASH","Baby Summer (Green)","All Sizes","","","","C.pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1234","4756","Global","Vegetables","SQUASH","Baby Green Zucchini/Courgette","All Sizes","","","","C. pepo/C. maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1235","4757","Global","Vegetables","SQUASH","Banana","All Sizes ","","","","C.maxima","","Approved","","","Christina D'allarco","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1236","4758","Global","Vegetables","SQUASH","Buttercup","All Sizes ","","","","C.maxima","","Approved","","","Christina D'allarco","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1237","4759","Global","Vegetables","SQUASH","Butternut","All Sizes ","","","","C.maxima","","Approved","","","Christina D'allarco","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1238","4760","Global","Vegetables","SQUASH","Calabaza","All Sizes","","","","C.moschata","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1239","4761","Global","Vegetables","SQUASH","Chayote/Choko","All Sizes","","","","Sechium edule","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1240","4762","Global","Vegetables","ARTICHOKES","","Extra Large","24 size and larger","","","Cynara scolymus","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1241","4763","Global","Vegetables","SQUASH","Delicata/Sweet Potato","All Sizes","","","","C.maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1242","4764","Global","Vegetables","SQUASH","(Sweet) Dumpling","All Sizes","","","","C. pepo/C. maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1243","4765","Global","Vegetables","SQUASH","Gem","All Sizes","","","","C.pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1244","4766","Global","Vegetables","SQUASH","Golden Delicious","All Sizes","","","","C. pepo/C. maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1245","4767","Global","Vegetables","SQUASH","Golden Nugget","All Sizes","","","","C. pepo/C. maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1246","4768","Global","Vegetables","SQUASH","Hubbard","All Sizes","","","","C. pepo/C. maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1247","4769","Global","Vegetables","SQUASH","Kabocha","All Sizes","","","","C. pepo/C. maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1248","4770","Global","Fruits","AVOCADOS","Hass","All Sizes","36 size and larger","Average Fruit Weight = 315g and above","","Persea americana","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1249","4771","Global","Fruits","AVOCADOS","Green"," Medium  ","20 and 28 size","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","Persea americana","","Approved","http://","","Wendy Logan","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1250","4772","Global","Vegetables","PEPPERS (CAPSICUMS)","Chili - Yellow","All Sizes","","","","Capsicum spp","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1251","4773","Global","Vegetables","SQUASH","Patty Pan/Summer","All Sizes","","","","C.pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1252","4774","Global","Vegetables","SQUASH","Red Kuri","All Sizes","","","","C. pepo/C. maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1253","4775","Global","Vegetables","SQUASH","Scallopini","All Sizes","","","","C.pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1254","4776","Global","Vegetables","SQUASH","Spaghetti/Vegetable Spaghetti","All Sizes","","","","C. pepo/C. maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1255","4777","Global","Vegetables","SQUASH","Sunburst (Yellow)","All Sizes","","","","C. pepo/C. maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1256","4778","Global","Vegetables","TOMATOES","Regular - Yellow","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1257","4779","Global","Vegetables","SQUASH","Sweet Mama","All Sizes","","","","C.pepo x C.maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1258","4780","Global","Vegetables","SQUASH","Turban","All Sizes","","","","C.maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1259","4781","Global","Vegetables","SQUASH","White","All Sizes","","","","C.pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1260","4782","Global","Vegetables","SQUASH","Yellow - Straightneck","All Sizes","","","","C. pepo/C. maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1261","4783","Global","Vegetables","BITTER MELON/BITTER GOURD, Foo Qua","Foo Qua","All Sizes","","","","Momordica charantia","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1262","4784","Global","Vegetables","SQUASH","Yellow - Crookneck","  All Sizes  ","","","","C. pepo/C. maxima","","Approved","http://","","Vincent Huston","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1263","4785","Global","Vegetables","SQUASH","Retailer Assigned","All Sizes","","","","C. pepo/C. maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1264","4786","Global","Vegetables","SQUASH","Retailer Assigned","All Sizes","","","","C. pepo/C. maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1265","4787","Global","Vegetables","SQUASH","Retailer Assigned","All Sizes","","","","C. pepo/C. maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1266","4788","Global","Vegetables","SQUASH","Retailer Assigned","All Sizes","","","","C. pepo/C. maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1267","4789","Global","Vegetables","SQUASH","Retailer Assigned","All Sizes","","","","C. pepo/C. maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1268","4790","Global","Vegetables","SUGAR CANE","","All Sizes","","","","Saccharum officinarum","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1269","4791","Global","Vegetables","SUNCHOKES (JERUSALEM ARTICHOKES)","","All Sizes","","","","Helianthus tuberosum","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1270","4792","Global","Vegetables","TAMARILLO","Golden","All Sizes","","","","Cyphomandra betacea","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1271","4793","Global","Vegetables","TAMARILLO","Red","All Sizes","","","","Cyphomandra betacea","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1272","4794","Global","Vegetables","TARO ROOT (DASHEEN)","","Small","","","","Colocasia esculeta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1273","4795","Global","Vegetables","TARO ROOT (DASHEEN)","","Large","","","","Colocasia esculeta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1274","4796","Global","Vegetables","TOMATOES","Cherry - Red","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1275","4797","Global","Vegetables","TOMATOES","Cherry - Yellow","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1276","4798","Global","Vegetables","TOMATOES","Greenhouse/Hydroponic/Regular - Red","Small","6x6 size and smaller","Less than 70mm diameter","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1277","4799","Global","Vegetables","TOMATOES","Greenhouse/Hydroponic/Regular - Red","Large","5x6 size and larger","Diameter 70mm and above","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1278","4800","Global","Vegetables","TOMATOES","Native/Home Grown","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1279","4801","Global","Vegetables","TOMATOES","Tomatillos/Husk Tomatoes","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1280","4802","Global","Vegetables","TOMATOES","Dried","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1281","4803","Global","Vegetables","TOMATOES","Teardrop/Pear - Red","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1282","4804","Global","Vegetables","TOMATOES","Teardrop/Pear - Yellow","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
